12.080
11120,0.000
11121,0.018
11122,0.038
11123,0.056
11124,0.074
11125,0.092
11126,0.109
11127,0.124
11128,0.143
11129,0.158
11130,0.174
11131,0.190
11132,0.206
11133,0.222
11134,0.238
11135,0.253
11136,0.268
11137,0.283
11138,0.298
11139,0.314
11140,0.329
11141,0.344
11142,0.359
11143,0.373
11144,0.388
11145,0.403
11146,0.420
11147,0.438
11148,0.457
11149,0.476
11150,0.496
11151,0.516
11152,0.537
11153,0.557
11154,0.578
11155,0.599
11156,0.620
11157,0.642
11158,0.663
11159,0.685
11160,0.705
11161,0.728
11162,0.748
11163,0.768
11164,0.788
11165,0.808
11166,0.828
11167,0.847
11168,0.867
11169,0.886
11170,0.905
11171,0.924
11172,0.943
11173,0.961
11174,0.979
11175,0.997
11176,1.015
11177,1.033
11178,1.051
11179,1.068
11180,1.086
11181,1.101
11182,1.121
11183,1.138
11184,1.153
11185,1.169
11186,1.186
11187,1.203
11188,1.219
11189,1.235
11190,1.251
11191,1.268
11192,1.284
11193,1.300
11194,1.317
11195,1.333
11196,1.349
11197,1.365
11198,1.381
11199,1.398
11200,1.414
11201,1.430
11202,1.446
11203,1.463
11204,1.479
11205,1.496
11206,1.512
11207,1.528
11208,1.545
11209,1.561
11210,1.577
11211,1.594
11212,1.610
11213,1.626
11214,1.642
11215,1.658
11216,1.675
11217,1.690
11218,1.706
11219,1.722
11220,1.738
11221,1.754
11222,1.770
11223,1.785
11224,1.801
11225,1.816
11226,1.832
11227,1.847
11228,1.863
11229,1.879
11230,1.893
11231,1.909
11232,1.924
11233,1.939
11234,1.954
11235,1.967
11236,1.985
11237,2.000
11238,2.013
11239,2.028
11240,2.044
11241,2.059
11242,2.074
11243,2.089
11244,2.103
11245,2.118
11246,2.133
11247,2.148
11248,2.162
11249,2.178
11250,2.193
11251,2.209
11252,2.225
11253,2.242
11254,2.259
11255,2.276
11256,2.293
11257,2.311
11258,2.328
11259,2.346
11260,2.363
11261,2.382
11262,2.399
11263,2.418
11264,2.437
11265,2.455
11266,2.474
11267,2.492
11268,2.511
11269,2.530
11270,2.549
11271,2.568
11272,2.587
11273,2.605
11274,2.625
11275,2.644
11276,2.663
11277,2.683
11278,2.701
11279,2.721
11280,2.741
11281,2.759
11282,2.779
11283,2.798
11284,2.818
11285,2.837
11286,2.856
11287,2.876
11288,2.892
11289,2.911
11290,2.934
11291,2.950
11292,2.970
11293,2.990
11294,3.009
