scs_line4a
12184,1.661
12185,1.680
12186,1.698
12187,1.716
12188,1.734
12189,1.752
12190,1.770
12191,1.788
12192,1.807
12193,1.824
12194,1.843
12195,1.861
12196,1.878
12197,1.897
12198,1.914
12199,1.932
12200,1.950
12201,1.967
12202,1.985
12203,2.003
12204,2.021
12205,2.035
12206,2.056
12207,2.071
12208,2.091
12209,2.106
12210,2.123
12211,2.141
12212,2.159
12213,2.176
12214,2.193
12215,2.211
12216,2.228
12217,2.245
12218,2.263
12219,2.280
12220,2.297
12221,2.315
12222,2.332
12223,2.349
12224,2.367
12225,2.384
12226,2.401
12227,2.418
12228,2.435
12229,2.453
12230,2.470
12231,2.487
12232,2.504
12233,2.521
12234,2.538
12235,2.556
12236,2.573
12237,2.590
12238,2.607
12239,2.624
12240,2.641
12241,2.658
12242,2.675
12243,2.692
12244,2.709
12245,2.726
12246,2.743
12247,2.759
12248,2.776
12249,2.793
12250,2.810
12251,2.826
12252,2.843
12253,2.860
12254,2.877
12255,2.894
12256,2.910
12257,2.927
12258,2.944
12259,2.961
12260,2.975
12261,2.991
12262,3.008
12263,3.025
12264,3.042
12265,3.058
12266,3.075
12267,3.092
12268,3.109
12269,3.125
12270,3.142
12271,3.158
12272,3.175
12273,3.192
12274,3.208
12275,3.225
12276,3.241
12277,3.258
12278,3.274
12279,3.291
12280,3.307
12281,3.324
12282,3.341
12283,3.357
12284,3.374
12285,3.391
12286,3.407
12287,3.424
12288,3.440
12289,3.457
12290,3.473
12291,3.490
12292,3.507
12293,3.523
12294,3.540
12295,3.557
12296,3.573
12297,3.590
12298,3.606
12299,3.623
12300,3.640
12301,3.656
12302,3.673
12303,3.690
12304,3.706
12305,3.723
12306,3.740
12307,3.756
12308,3.773
12309,3.790
12310,3.806
12311,3.823
12312,3.840
12313,3.856
12314,3.873
12315,3.890
12316,3.904
12317,3.921
12318,3.938
12319,3.954
12320,3.971
12321,3.988
12322,4.005
12323,4.022
12324,4.038
12325,4.055
12326,4.072
12327,4.089
12328,4.106
12329,4.123
12330,4.140
12331,4.157
12332,4.174
12333,4.190
12334,4.208
12335,4.225
12336,4.242
12337,4.259
12338,4.276
12339,4.293
12340,4.311
12341,4.328
12342,4.345
12343,4.362
12344,4.379
12345,4.396
12346,4.414
12347,4.431
12348,4.448
12349,4.466
12350,4.483
12351,4.500
12352,4.517
12353,4.535
12354,4.552
12355,4.569
12356,4.586
12357,4.604
12358,4.621
12359,4.638
12360,4.655
12361,4.673
12362,4.690
12363,4.707
12364,4.724
12365,4.741
12366,4.758
12367,4.776
12368,4.790
12369,4.810
12370,4.827
12371,4.842
12372,4.859
12373,4.876
12374,4.894
12375,4.911
12376,4.928
12377,4.946
12378,4.963
12379,4.980
12380,4.997
12381,5.015
12382,5.032
12383,5.049
12384,5.066
12385,5.083
12386,5.100
12387,5.117
12388,5.135
12389,5.152
12390,5.169
12391,5.186
12392,5.204
12393,5.221
12394,5.238
12395,5.255
12396,5.273
12397,5.290
12398,5.307
12399,5.325
12400,5.342
12401,5.359
12402,5.376
12403,5.394
12404,5.411
12405,5.428
12406,5.446
12407,5.463
12408,5.480
12409,5.497
12410,5.514
12411,5.532
12412,5.549
12413,5.566
12414,5.584
12415,5.601
12416,5.618
12417,5.635
12418,5.652
12419,5.670
12420,5.687
12421,5.702
12422,5.721
12423,5.739
12424,5.756
12425,5.770
12426,5.788
12427,5.805
12428,5.822
12429,5.840
12430,5.857
12431,5.874
12432,5.891
12433,5.909
12434,5.926
12435,5.943
12436,5.960
12437,5.977
12438,5.995
12439,6.012
12440,6.029
12441,6.046
12442,6.063
12443,6.080
12444,6.098
12445,6.115
12446,6.132
12447,6.150
12448,6.167
12449,6.184
12450,6.201
12451,6.219
12452,6.236
12453,6.253
12454,6.270
12455,6.288
12456,6.305
12457,6.322
12458,6.340
12459,6.357
12460,6.375
12461,6.392
12462,6.409
12463,6.427
12464,6.444
12465,6.461
12466,6.479
12467,6.496
12468,6.513
