13.113
11120,0.000
11121,0.019
11122,0.038
11123,0.056
11124,0.074
11125,0.092
11126,0.109
11127,0.124
11128,0.143
11129,0.158
11130,0.174
11131,0.190
11132,0.206
11133,0.222
11134,0.238
11135,0.253
11136,0.268
11137,0.283
11138,0.298
11139,0.315
11140,0.330
11141,0.344
11142,0.359
11143,0.373
11144,0.388
11145,0.403
11146,0.420
11147,0.438
11148,0.457
11149,0.476
11150,0.496
11151,0.516
11152,0.537
11153,0.557
11154,0.579
11155,0.599
11156,0.620
11157,0.642
11158,0.663
11159,0.685
11160,0.706
11161,0.728
11162,0.748
11163,0.768
11164,0.788
11165,0.808
11166,0.828
11167,0.848
11168,0.867
11169,0.886
11170,0.905
11171,0.924
11172,0.943
11173,0.961
11174,0.980
11175,0.998
11176,1.016
11177,1.034
11178,1.051
11179,1.069
11180,1.087
11181,1.101
11182,1.121
11183,1.138
11184,1.153
11185,1.170
11186,1.186
11187,1.203
11188,1.219
11189,1.236
11190,1.252
11191,1.268
11192,1.284
11193,1.301
11194,1.317
11195,1.333
11196,1.350
11197,1.366
11198,1.382
11199,1.399
11200,1.414
11201,1.431
11202,1.447
11203,1.464
11204,1.480
11205,1.496
11206,1.513
11207,1.529
11208,1.546
11209,1.562
11210,1.578
11211,1.594
11212,1.611
11213,1.627
11214,1.643
11215,1.659
11216,1.676
11217,1.691
11218,1.707
11219,1.723
11220,1.739
11221,1.755
11222,1.771
11223,1.786
11224,1.802
11225,1.817
11226,1.833
11227,1.848
11228,1.863
11229,1.880
11230,1.894
11231,1.910
11232,1.925
11233,1.940
11234,1.955
11235,1.968
11236,1.986
11237,2.001
11238,2.014
11239,2.029
11240,2.044
11241,2.060
11242,2.075
11243,2.090
11244,2.104
11245,2.119
11246,2.134
11247,2.148
11248,2.163
11249,2.179
11250,2.194
11251,2.210
11252,2.226
11253,2.243
11254,2.260
11255,2.277
11256,2.294
11257,2.311
11258,2.329
11259,2.346
11260,2.364
11261,2.382
11262,2.400
11263,2.419
11264,2.438
11265,2.456
11266,2.475
11267,2.493
11268,2.512
11269,2.531
11270,2.550
11271,2.569
11272,2.588
11273,2.606
11274,2.626
11275,2.645
11276,2.664
11277,2.684
11278,2.702
11279,2.721
11280,2.741
11281,2.760
11282,2.780
11283,2.799
11284,2.819
11285,2.838
11286,2.857
11287,2.877
11288,2.893
11289,2.912
11290,2.935
11291,2.951
11292,2.971
11293,2.991
11294,3.010
11295,3.031
11296,3.050
11297,3.070
11298,3.090
11299,3.109
11300,3.129
11301,3.149
11302,3.168
11303,3.188
11304,3.207
11305,3.227
11306,3.247
11307,3.266
11308,3.286
11309,3.305
11310,3.325
11311,3.344
11312,3.364
11313,3.384
11314,3.402
11315,3.422
11316,3.441
11317,3.460
11318,3.478
11319,3.497
11320,3.515
11321,3.534
11322,3.552
11323,3.571
11324,3.590
11325,3.610
11326,3.629
11327,3.648
11328,3.667
11329,3.687
11330,3.707
11331,3.727
11332,3.747
11333,3.767
11334,3.787
11335,3.806
11336,3.826
11337,3.845
11338,3.865
11339,3.885
11340,3.905
11341,3.924
11342,3.941
11343,3.963
11344,3.981
11345,4.000
11346,4.020
11347,4.040
11348,4.059
11349,4.079
11350,4.099
11351,4.117
11352,4.137
11353,4.157
11354,4.176
11355,4.195
11356,4.214
11357,4.233
11358,4.253
11359,4.271
11360,4.291
11361,4.309
11362,4.328
11363,4.347
11364,4.365
11365,4.385
11366,4.402
11367,4.422
11368,4.440
11369,4.458
11370,4.477
11371,4.495
11372,4.513
11373,4.531
11374,4.549
11375,4.568
11376,4.586
11377,4.604
11378,4.623
11379,4.641
11380,4.659
11381,4.677
11382,4.696
11383,4.715
11384,4.732
11385,4.751
11386,4.769
11387,4.788
11388,4.806
11389,4.825
11390,4.844
11391,4.862
11392,4.881
11393,4.899
11394,4.919
11395,4.937
11396,4.956
11397,4.974
11398,4.993
11399,5.008
11400,5.026
11401,5.045
11402,5.063
11403,5.081
11404,5.100
11405,5.118
11406,5.136
11407,5.155
11408,5.173
11409,5.192
11410,5.211
11411,5.229
11412,5.248
11413,5.267
11414,5.285
11415,5.304
11416,5.323
11417,5.342
11418,5.360
11419,5.379
11420,5.398
11421,5.416
11422,5.435
11423,5.455
11424,5.473
11425,5.493
11426,5.512
11427,5.531
11428,5.551
11429,5.570
11430,5.590
11431,5.609
11432,5.628
11433,5.647
11434,5.667
11435,5.686
11436,5.705
11437,5.723
11438,5.742
11439,5.761
11440,5.780
11441,5.798
11442,5.817
11443,5.836
11444,5.853
11445,5.872
11446,5.890
11447,5.908
11448,5.926
11449,5.944
11450,5.962
11451,5.980
11452,5.996
11453,6.016
11454,6.032
11455,6.052
11456,6.069
11457,6.086
11458,6.105
11459,6.123
11460,6.142
11461,6.160
11462,6.178
11463,6.197
11464,6.215
11465,6.234
11466,6.252
11467,6.270
11468,6.289
11469,6.306
11470,6.325
11471,6.344
11472,6.362
11473,6.380
11474,6.399
11475,6.418
11476,6.437
11477,6.456
11478,6.475
11479,6.494
11480,6.513
11481,6.532
11482,6.552
11483,6.571
11484,6.590
11485,6.610
11486,6.629
11487,6.649
11488,6.668
11489,6.688
11490,6.708
11491,6.728
11492,6.748
11493,6.767
11494,6.786
11495,6.806
11496,6.824
11497,6.843
11498,6.862
11499,6.881
11500,6.899
11501,6.918
11502,6.937
11503,6.956
11504,6.974
11505,6.993
11506,7.012
11507,7.027
11508,7.046
11509,7.064
11510,7.082
11511,7.101
11512,7.120
11513,7.138
11514,7.157
11515,7.176
11516,7.195
11517,7.213
11518,7.233
11519,7.251
11520,7.270
11521,7.289
11522,7.307
11523,7.326
11524,7.345
11525,7.364
11526,7.382
11527,7.401
11528,7.420
11529,7.438
11530,7.457
11531,7.475
11532,7.493
11533,7.512
11534,7.530
11535,7.549
11536,7.567
11537,7.585
11538,7.604
11539,7.622
11540,7.641
11541,7.659
11542,7.677
11543,7.696
11544,7.714
11545,7.732
11546,7.751
11547,7.769
11548,7.787
11549,7.805
11550,7.823
11551,7.841
11552,7.858
11553,7.877
11554,7.894
11555,7.912
11556,7.930
11557,7.948
11558,7.966
11559,7.984
11560,8.001
11561,8.017
11562,8.035
11563,8.054
11564,8.072
11565,8.091
11566,8.110
11567,8.129
11568,8.148
11569,8.165
11570,8.185
11571,8.202
11572,8.221
11573,8.239
11574,8.258
11575,8.277
11576,8.295
11577,8.313
11578,8.332
11579,8.350
11580,8.370
11581,8.387
11582,8.406
11583,8.425
11584,8.443
11585,8.462
11586,8.481
11587,8.499
11588,8.517
11589,8.536
11590,8.554
11591,8.573
11592,8.591
11593,8.610
11594,8.628
11595,8.646
11596,8.665
11597,8.683
11598,8.701
11599,8.720
11600,8.738
11601,8.756
11602,8.775
11603,8.793
11604,8.812
11605,8.831
11606,8.849
11607,8.869
11608,8.887
11609,8.906
11610,8.925
11611,8.941
11612,8.963
11613,8.979
11614,8.998
11615,9.016
11616,9.036
11617,9.055
11618,9.073
11619,9.092
11620,9.111
11621,9.130
11622,9.148
11623,9.167
11624,9.186
11625,9.204
11626,9.222
11627,9.240
11628,9.259
11629,9.277
11630,9.295
11631,9.313
11632,9.331
11633,9.349
11634,9.368
11635,9.386
11636,9.405
11637,9.423
11638,9.442
11639,9.460
11640,9.479
11641,9.498
11642,9.517
11643,9.535
11644,9.553
11645,9.572
11646,9.590
11647,9.609
11648,9.628
11649,9.647
11650,9.664
11651,9.683
11652,9.701
11653,9.720
11654,9.738
11655,9.757
11656,9.775
11657,9.794
11658,9.811
11659,9.830
11660,9.848
11661,9.867
11662,9.885
11663,9.904
11664,9.923
11665,9.941
11666,9.959
11667,9.975
11668,9.993
11669,10.011
11670,10.030
11671,10.048
11672,10.068
11673,10.085
11674,10.104
11675,10.122
11676,10.140
11677,10.159
11678,10.177
11679,10.196
11680,10.215
11681,10.233
11682,10.253
11683,10.272
11684,10.290
11685,10.309
11686,10.328
11687,10.346
11688,10.364
11689,10.383
11690,10.401
11691,10.419
11692,10.437
11693,10.456
11694,10.473
11695,10.492
11696,10.509
11697,10.527
11698,10.546
11699,10.563
11700,10.582
11701,10.600
11702,10.618
11703,10.636
11704,10.654
11705,10.672
11706,10.690
11707,10.707
11708,10.725
11709,10.743
11710,10.760
11711,10.778
11712,10.795
11713,10.813
11714,10.831
11715,10.848
11716,10.866
11717,10.883
11718,10.899
11719,10.919
11720,10.936
11721,10.952
11722,10.969
11723,10.986
11724,11.004
11725,11.021
11726,11.039
11727,11.056
11728,11.074
11729,11.092
11730,11.109
